data_idx,input_length,nll,ppl,overall_ppl,cuda_vram_allocated,latency
1,1,10.880926132202148,53152.80859375,53152.8046875,12.55956220626831,0.30571985244750977
1,2,2.2132718563079834,9.145590782165527,697.2186889648438,12.559730052947998,0.1629047393798828
1,3,7.409067153930664,1650.885498046875,929.2907104492188,12.559897899627686,0.04023265838623047
1,4,0.039520375430583954,1.0403116941452026,169.98265075683594,12.560065746307373,0.03336048126220703
1,5,15.596932411193848,5938293.5,1377.3868408203125,12.560256481170654,0.033541202545166016
1,6,0.7102269530296326,2.0344529151916504,464.82330322265625,12.560424327850342,0.03404688835144043
1,7,0.03942835330963135,1.0402159690856934,194.39852905273438,12.56059217453003,0.03394937515258789
1,8,6.294383525848389,541.5219116210938,220.9573516845703,12.560760021209717,0.03382253646850586
1,9,6.024197101593018,413.3096618652344,236.8791961669922,12.560973644256592,0.033861637115478516
1,10,7.309880256652832,1494.9981689453125,284.7989501953125,12.56114149093628,0.033753156661987305
1,11,7.848915100097656,2562.952392578125,347.763427734375,12.561309337615967,0.03386116027832031
1,12,0.8356464505195618,2.306304693222046,228.95664978027344,12.561477184295654,0.03410959243774414
1,13,0.001061471994034946,1.001062035560608,150.75413513183594,12.561667919158936,0.03381490707397461
1,14,10.144956588745117,25462.361328125,217.4631805419922,12.561835765838623,0.03381466865539551
1,15,1.1939048767089844,3.2999420166015625,164.48524475097656,12.56200361251831,0.03392505645751953
1,16,6.034842491149902,417.7330017089844,174.35130310058594,12.562171459197998,0.033785104751586914
1,17,3.2125415802001953,24.842145919799805,155.46995544433594,12.562385082244873,0.03379654884338379
1,18,3.0838112831115723,21.841487884521484,139.40975952148438,12.56255292892456,0.03376913070678711
1,19,3.78806734085083,44.17095184326172,131.2265167236328,12.562720775604248,0.033942461013793945
1,20,0.6640585660934448,1.9426606893539429,106.30174255371094,12.562888622283936,0.03380942344665527
1,21,1.9749658107757568,7.20637321472168,93.51516723632812,12.563079357147217,0.03383064270019531
1,22,0.0027004939038306475,1.00270414352417,76.09391784667969,12.563247203826904,0.03376626968383789
1,23,0.0005788319394923747,1.0005789995193481,63.032264709472656,12.563415050506592,0.03375864028930664
1,24,0.00014256415306590497,1.0001425743103027,53.03759002685547,12.56358289718628,0.033751726150512695
1,25,3.9134440422058105,50.07109832763672,52.91564178466797,12.563796520233154,0.03371787071228027
1,26,3.8127639293670654,45.2754020690918,52.599220275878906,12.563964366912842,0.03376364707946777
1,27,10.541322708129883,37847.59765625,67.11141204833984,12.56413221359253,0.03387808799743652
1,28,0.02657664567232132,1.026932954788208,57.80506896972656,12.564300060272217,0.0337371826171875
1,29,0.005073529668152332,1.0050864219665527,50.26716995239258,12.564490795135498,0.033774614334106445
1,30,0.29544797539711,1.3437281847000122,44.55044174194336,12.564658641815186,0.033882856369018555
1,31,0.0026251161471009254,1.0026285648345947,39.41848373413086,12.564826488494873,0.03384590148925781
1,32,0.9980340600013733,2.7129430770874023,36.25595474243164,12.56499433517456,0.03433394432067871
1,33,0.004113546572625637,1.004122018814087,32.52217483520508,12.565207958221436,0.03395962715148926
1,34,1.0896902084350586,2.9733529090881348,30.31256103515625,12.565375804901123,0.03393220901489258
1,35,0.7239102721214294,2.0624823570251465,28.071990966796875,12.56554365158081,0.03379940986633301
1,36,8.008161544799805,3005.386962890625,31.963308334350586,12.565711498260498,0.033841848373413086
1,37,7.259530067443848,1421.5882568359375,35.415679931640625,12.56590223312378,0.03397488594055176
1,38,0.016554612666368484,1.0166923999786377,32.256446838378906,12.566070079803467,0.03396201133728027
1,39,0.0024171441327780485,1.0024200677871704,29.509435653686523,12.566237926483154,0.03402304649353027
1,40,0.001668134005740285,1.0016695261001587,27.11627769470215,12.566405773162842,0.033883094787597656
1,41,0.0025735136587172747,1.0025768280029297,25.0207576751709,12.566619396209717,0.03396129608154297
1,42,0.0004533693427219987,1.0004534721374512,23.17460060119629,12.566787242889404,0.0340421199798584
1,43,6.099019527435303,445.42083740234375,24.82373046875,12.566955089569092,0.03394651412963867
1,44,6.729854583740234,837.0255126953125,26.890039443969727,12.56712293624878,0.03402066230773926
1,45,5.722029527532868e-06,1.0000057220458984,24.993261337280273,12.56731367111206,0.03409528732299805
1,46,0.028916575014591217,1.0293387174606323,23.318920135498047,12.567481517791748,0.033971309661865234
1,47,3.433680534362793,30.990493774414062,23.46045684814453,12.567649364471436,0.03405928611755371
1,48,0.015544797293841839,1.0156662464141846,21.974979400634766,12.567817211151123,0.03402543067932129
1,49,0.9964655041694641,2.708691120147705,21.055912017822266,12.568030834197998,0.03410959243774414
1,50,1.5951614379882812,4.929124355316162,20.453229904174805,12.568198680877686,0.03382277488708496
1,51,0.000248401309363544,1.0002484321594238,19.278038024902344,12.568366527557373,0.033937931060791016
1,52,0.0035172761417925358,1.0035234689712524,18.21291732788086,12.56853437423706,0.03401923179626465
1,53,4.5536911784438416e-05,1.0000455379486084,17.242454528808594,12.568725109100342,0.03418779373168945
1,54,0.37904831767082214,1.4608935117721558,16.472047805786133,12.56889295578003,0.034001827239990234
1,55,0.0005191409145481884,1.0005192756652832,15.654129981994629,12.569060802459717,0.034027099609375
1,56,4.608226776123047,100.30612182617188,16.18208122253418,12.569228649139404,0.03413510322570801
1,57,2.018749713897705,7.528905868530273,15.966301918029785,12.56944227218628,0.03391432762145996
1,58,0.0012034086976200342,1.0012041330337524,15.221892356872559,12.569610118865967,0.034010887145996094
1,59,11.365105628967285,86258.65625,17.623191833496094,12.569777965545654,0.034014225006103516
1,60,3.4506640434265137,31.521316528320312,17.7947998046875,12.569945812225342,0.03402853012084961
1,61,5.602820692729438e-06,1.0000056028366089,16.97447967529297,12.570136547088623,0.033911705017089844
1,62,1.4871374368667603,4.424412250518799,16.610328674316406,12.57030439376831,0.03386855125427246
1,63,5.353206157684326,211.2846221923828,17.294570922851562,12.570472240447998,0.03383302688598633
1,64,1.152982234954834,3.1676254272460938,16.841901779174805,12.570640087127686,0.033887624740600586
1,65,3.4570634852570947e-06,1.000003457069397,16.125885009765625,12.57085371017456,0.03383898735046387
1,66,0.013401193544268608,1.0134912729263306,15.46379566192627,12.571021556854248,0.03394937515258789
1,67,0.5315548181533813,1.7015758752822876,14.962724685668945,12.571189403533936,0.03405642509460449
1,68,5.36586332321167,213.97589111328125,15.559696197509766,12.571357250213623,0.033968448638916016
